gene_cvig	gene_spis	pfam	og	treatment	baseMean_spis	log2FoldChange_spis	lfcSE_spis	pvalue_spis	padj_spis	label_spis	baseMean_cvig	log2FoldChange_cvig	lfcSE_cvig	pvalue_cvig	padj_cvig
Cvig_XP_022325149.1	Spis_XP_022801896_1	""	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	220.522394047415	1.52173036721325	0.506775110463176	4.80432781156434e-05	0.00103038804323569	none	15.9675132056789	1.28407042508919	0.331714688088051	1.36777637800914e-05	9.1007183809952e-05
Cvig_XP_022326099.1	Spis_XP_022801896_1	""	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	220.522394047415	1.52173036721325	0.506775110463176	4.80432781156434e-05	0.00103038804323569	none	951.199779333325	2.09975714222607	0.25563860358508	3.01626289916998e-18	1.20593172565674e-16
Cvig_XP_022326104.1	Spis_XP_022801896_1	""	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	220.522394047415	1.52173036721325	0.506775110463176	4.80432781156434e-05	0.00103038804323569	none	31.3642987769113	1.62346242260037	0.454996928284412	1.64038002186079e-05	0.000107023345997101
Cvig_XP_022326105.1	Spis_XP_022801896_1	""	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	220.522394047415	1.52173036721325	0.506775110463176	4.80432781156434e-05	0.00103038804323569	none	171.755648727453	2.11065100322491	0.407370977531636	3.06042798992221e-09	3.99922124863695e-08
Cvig_XP_022326106.1	Spis_XP_022801896_1	""	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	220.522394047415	1.52173036721325	0.506775110463176	4.80432781156434e-05	0.00103038804323569	none	229.507857850764	2.10934436920038	0.390923296063249	9.48566489366441e-10	1.3382169010315e-08
Cvig_XP_022326108.1	Spis_XP_022801896_1	""	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	220.522394047415	1.52173036721325	0.506775110463176	4.80432781156434e-05	0.00103038804323569	none	93.0571568185677	2.7048722512314	0.527640013617146	1.90741762180451e-09	2.56586306523767e-08
Cvig_XP_022326993.1	Spis_XP_022801896_1	""	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	220.522394047415	1.52173036721325	0.506775110463176	4.80432781156434e-05	0.00103038804323569	none	702.198151812578	1.36752946736182	0.132783165255023	7.73653845253095e-26	6.37203930770467e-24
Cvig_XP_022327372.1	Spis_XP_022801896_1	""	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	220.522394047415	1.52173036721325	0.506775110463176	4.80432781156434e-05	0.00103038804323569	none	648.332248979008	1.2671627838867	0.13589023984987	1.61263853286723e-21	8.63678820361575e-20
Cvig_XP_022328451.1	Spis_XP_022801896_1	""	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	220.522394047415	1.52173036721325	0.506775110463176	4.80432781156434e-05	0.00103038804323569	none	907.482791047392	3.36928912263779	0.238152967631555	1.71757876211478e-47	7.63112986632544e-45
Cvig_XP_022342529.1	Spis_XP_022801896_1	""	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	220.522394047415	1.52173036721325	0.506775110463176	4.80432781156434e-05	0.00103038804323569	none	308.50579019047	2.0059821484248	0.27732975170719	8.13329661288331e-15	2.2604831863736e-13
Cvig_XP_022296595.1	Spis_XP_022777477_1	TLD/	TLD domain-containing protein 1-like	cApUp	2689.80798931787	1.527685534021	0.607868090980205	0.000171277728898127	0.00293658227241383	none	661.611401993539	1.63422525442785	0.21304760607829	8.14873623101389e-16	2.52506762679109e-14
Cvig_XP_022297056.1	Spis_XP_022777477_1	TLD/	TLD domain-containing protein 1-like	cApUp	2689.80798931787	1.527685534021	0.607868090980205	0.000171277728898127	0.00293658227241383	none	3.20696484669991	1.64002344070943	0.88692502360737	0.0022264094793062	0.00834705098938839
Cvig_XP_022297478.1	Spis_XP_022777477_1	TLD/	TLD domain-containing protein 1-like	cApUp	2689.80798931787	1.527685534021	0.607868090980205	0.000171277728898127	0.00293658227241383	none	37.2507249067933	1.66410252170088	0.841535784530088	0.00163102580403208	0.00637397286771458
Cvig_XP_022300537.1	Spis_XP_022777477_1	TLD/	TLD domain-containing protein 1-like	cApUp	2689.80798931787	1.527685534021	0.607868090980205	0.000171277728898127	0.00293658227241383	none	785.092602851656	1.96931325487216	0.247661714563595	3.45675300483589e-17	1.22934919433538e-15
Cvig_XP_022300549.1	Spis_XP_022777477_1	TLD/	TLD domain-containing protein 1-like	cApUp	2689.80798931787	1.527685534021	0.607868090980205	0.000171277728898127	0.00293658227241383	none	521.037671911396	3.74615348862201	0.395808126385157	2.17905173575823e-23	1.41146174547214e-21
Cvig_XP_022300555.1	Spis_XP_022777477_1	TLD/	TLD domain-containing protein 1-like	cApUp	2689.80798931787	1.527685534021	0.607868090980205	0.000171277728898127	0.00293658227241383	none	3.99849655455532	2.3069972654091	1.72805680459356	0.00074819727974159	0.00323535067710054
Cvig_XP_022298226.1	Spis_XP_022804905_1	HTH_Tnp_4/DDE_Tnp_4/	harbinger_transposase_derived_1	cApUp	66.1114502650235	1.52814007629608	0.623074840105989	0.000197874226628057	0.0032894141238466	none	23.1403904648126	1.25158597931155	0.428539998269537	0.000451540376823623	0.00207605905653712
Cvig_XP_022305946.1	Spis_XP_022804905_1	HTH_Tnp_4/DDE_Tnp_4/	harbinger_transposase_derived_1	cApUp	66.1114502650235	1.52814007629608	0.623074840105989	0.000197874226628057	0.0032894141238466	none	25.3300109974322	1.73685552570593	0.375972859978724	1.31204862785658e-07	1.294606630145e-06
Cvig_XP_022308024.1	Spis_XP_022804905_1	HTH_Tnp_4/DDE_Tnp_4/	harbinger_transposase_derived_1	cApUp	66.1114502650235	1.52814007629608	0.623074840105989	0.000197874226628057	0.0032894141238466	none	5.44879984251801	1.10218539763415	0.624791953631509	0.0121576328969394	0.0351609818384542
Cvig_XP_022310618.1	Spis_XP_022804905_1	HTH_Tnp_4/DDE_Tnp_4/	harbinger_transposase_derived_1	cApUp	66.1114502650235	1.52814007629608	0.623074840105989	0.000197874226628057	0.0032894141238466	none	197.592371335192	1.74052465542776	0.301037405191324	2.53307711433357e-10	3.88836581857189e-09
Cvig_XP_022321974.1	Spis_XP_022808102_1	""	TNF_receptor_associated_factor_2	cApUp	403.389374547099	1.54289794651066	0.50716299298175	4.26408270714435e-05	0.000936743253403132	none	467.860205677815	1.931057201554	0.307082362607934	6.61654442675532e-12	1.29558593384231e-10
Cvig_XP_022322740.1	Spis_XP_022808102_1	""	TNF_receptor_associated_factor_2	cApUp	403.389374547099	1.54289794651066	0.50716299298175	4.26408270714435e-05	0.000936743253403132	none	895.069701113499	1.04180939516708	0.154529191838527	4.13239993381726e-12	8.25564001977616e-11
Cvig_XP_022319917.1	Spis_XP_022779553_1	""	chromosome_19_open_reading_frame_12	cApUp	494.040491304038	1.56561238402047	0.180381651106701	1.83128364950535e-19	4.83664645677221e-17	none	230.753703959993	1.3360013933345	0.220882884061287	1.68643929611106e-10	2.67330289426248e-09
Cvig_XP_022303892.1	Spis_XP_022806998_1	Pkinase/Pkinase/	Pkinase.HG53.0:like:MAP3K1/MAP3K14:likeclu:1/2	cApUp	2730.94473109746	1.57271481228382	0.279239489096299	6.88988140420079e-10	4.7493710348136e-08	none	1639.50354938402	1.00942193762616	0.385074105465782	0.00218214026550284	0.0081934477149065
Cvig_XP_022320597.1	Spis_XP_022786730_1	Pyridoxal_deC/	""	cApUp	696.214561905266	1.57739969736973	0.744877070664005	0.000400228291159916	0.00578583407872385	none	331.98971918875	1.08986779578039	0.458490890404407	0.00334815758228292	0.0118644833670091
Cvig_XP_022296595.1	Spis_XP_022810276_1	Lectin_C/EGF_CA/TLD/	Lectin_C.HG4.2:NA	cApUp	9777.03222886002	1.58073934882057	0.599185385701755	0.000122031277314198	0.00222017585491296	none	661.611401993539	1.63422525442785	0.21304760607829	8.14873623101389e-16	2.52506762679109e-14
Cvig_XP_022297056.1	Spis_XP_022810276_1	Lectin_C/EGF_CA/TLD/	Lectin_C.HG4.2:NA	cApUp	9777.03222886002	1.58073934882057	0.599185385701755	0.000122031277314198	0.00222017585491296	none	3.20696484669991	1.64002344070943	0.88692502360737	0.0022264094793062	0.00834705098938839
Cvig_XP_022297478.1	Spis_XP_022810276_1	Lectin_C/EGF_CA/TLD/	Lectin_C.HG4.2:NA	cApUp	9777.03222886002	1.58073934882057	0.599185385701755	0.000122031277314198	0.00222017585491296	none	37.2507249067933	1.66410252170088	0.841535784530088	0.00163102580403208	0.00637397286771458
Cvig_XP_022300537.1	Spis_XP_022810276_1	Lectin_C/EGF_CA/TLD/	Lectin_C.HG4.2:NA	cApUp	9777.03222886002	1.58073934882057	0.599185385701755	0.000122031277314198	0.00222017585491296	none	785.092602851656	1.96931325487216	0.247661714563595	3.45675300483589e-17	1.22934919433538e-15
Cvig_XP_022300549.1	Spis_XP_022810276_1	Lectin_C/EGF_CA/TLD/	Lectin_C.HG4.2:NA	cApUp	9777.03222886002	1.58073934882057	0.599185385701755	0.000122031277314198	0.00222017585491296	none	521.037671911396	3.74615348862201	0.395808126385157	2.17905173575823e-23	1.41146174547214e-21
Cvig_XP_022300555.1	Spis_XP_022810276_1	Lectin_C/EGF_CA/TLD/	Lectin_C.HG4.2:NA	cApUp	9777.03222886002	1.58073934882057	0.599185385701755	0.000122031277314198	0.00222017585491296	none	3.99849655455532	2.3069972654091	1.72805680459356	0.00074819727974159	0.00323535067710054
Cvig_XP_022302169.1	Spis_XP_022795358_1	""	optineurin	cApUp	7055.97243271899	1.63412356136362	0.301882565518163	2.44199397459425e-09	1.46806931884431e-07	none	397.637433692071	1.3766560107563	0.141835767982249	2.99826576907557e-23	1.90302401781668e-21
Cvig_XP_022302309.1	Spis_XP_022795358_1	""	optineurin	cApUp	7055.97243271899	1.63412356136362	0.301882565518163	2.44199397459425e-09	1.46806931884431e-07	none	717.595155025019	1.9456713208012	0.138359393499859	1.28447425385326e-46	5.06484254222512e-44
Cvig_XP_022286213.1	Spis_XP_022808282_1	XPG_N/XPG_I_2/	asteroid_homolog_1	cApUp	65.1785237328886	1.6458951126198	0.242363893494252	5.12243798945728e-13	5.81681291691704e-11	none	914.111679198524	3.02969211802555	0.232589536411044	7.43152994376152e-41	1.98667467860981e-38
Cvig_XP_022296430.1	Spis_XP_022796287_1	Dynamin_N/Pkinase_Tyr/	Pkinase.HG11.0:NA	cApUp	111.291865111972	1.64609041678623	0.604978953870426	9.56831760109258e-05	0.00181771401229267	none	2276.71227002451	1.27839170950153	0.153045615386999	9.30368805190296e-18	3.57037517758247e-16
Cvig_XP_022299896.1	Spis_XP_022796287_1	Dynamin_N/Pkinase_Tyr/	Pkinase.HG11.0:NA	cApUp	111.291865111972	1.64609041678623	0.604978953870426	9.56831760109258e-05	0.00181771401229267	none	1388.71679015877	1.48615144414531	0.204360464258274	2.63468827837217e-14	6.91441279045341e-13
Cvig_XP_022299976.1	Spis_XP_022796287_1	Dynamin_N/Pkinase_Tyr/	Pkinase.HG11.0:NA	cApUp	111.291865111972	1.64609041678623	0.604978953870426	9.56831760109258e-05	0.00181771401229267	none	1298.34994336955	1.30991316180751	0.177725221769489	2.15275955721868e-14	5.69704699936772e-13
Cvig_XP_022300045.1	Spis_XP_022796287_1	Dynamin_N/Pkinase_Tyr/	Pkinase.HG11.0:NA	cApUp	111.291865111972	1.64609041678623	0.604978953870426	9.56831760109258e-05	0.00181771401229267	none	2797.74063739169	1.21016429720818	0.174956290918335	7.75407670843683e-13	1.69744864516058e-11
Cvig_XP_022318640.1	Spis_XP_022789210_1	NFKB1/NFKB2/REL/RELA/RELB	RHD_Rel.NFKB1/NFKB2/REL/RELA/RELB	cApUp	20327.5697551176	1.65918865897683	0.246855079863045	8.35963540286863e-13	9.09729582314027e-11	none	4073.10343659298	1.57608455189795	0.297114091050908	6.22438517024256e-09	7.73024528327959e-08
Cvig_XP_022327731.1	Spis_XP_022784635_1	TMEM173/	stimulator_of_interferon_response_cGAMP_interactor_1	cApUp	379.824095733645	1.66144406247357	0.525123343205775	2.90437805626486e-05	0.000664754728243056	STING	22.6509046615291	1.34160484701477	0.341835455465031	9.26277250133983e-06	6.38117839167427e-05
Cvig_XP_022336637.1	Spis_XP_022784635_1	TMEM173/	stimulator_of_interferon_response_cGAMP_interactor_1	cApUp	379.824095733645	1.66144406247357	0.525123343205775	2.90437805626486e-05	0.000664754728243056	STING	57390.9773329828	1.06066513498706	0.307873208908571	0.000132759522281326	0.000700083438710204
Cvig_XP_022321989.1	Spis_XP_022791601_1	Sel1/Sel1/Sel1/Sel1/Sel1/zf-MYND/	SEL1L2_adaptor_subunit_of_ERAD_E3_ligase	cApUp	52.5621135554195	1.6614695576636	0.322213167553364	9.71656114554868e-09	5.3614433400767e-07	none	64.0087666022801	1.55953872824213	0.63046358999062	0.000666794075600297	0.00293157060833608
Cvig_XP_022326780.1	Spis_XP_022791601_1	Sel1/Sel1/Sel1/Sel1/Sel1/zf-MYND/	SEL1L2_adaptor_subunit_of_ERAD_E3_ligase	cApUp	52.5621135554195	1.6614695576636	0.322213167553364	9.71656114554868e-09	5.3614433400767e-07	none	22.7943660183675	1.18330117017378	0.559446285228232	0.00474273364634447	0.0159487575153807
Cvig_XP_022327634.1	Spis_XP_022791601_1	Sel1/Sel1/Sel1/Sel1/Sel1/zf-MYND/	SEL1L2_adaptor_subunit_of_ERAD_E3_ligase	cApUp	52.5621135554195	1.6614695576636	0.322213167553364	9.71656114554868e-09	5.3614433400767e-07	none	2.5881028206793	2.09280195709786	0.762451110313553	8.59265271414518e-05	0.000474370370787031
Cvig_XP_022328052.1	Spis_XP_022791601_1	Sel1/Sel1/Sel1/Sel1/Sel1/zf-MYND/	SEL1L2_adaptor_subunit_of_ERAD_E3_ligase	cApUp	52.5621135554195	1.6614695576636	0.322213167553364	9.71656114554868e-09	5.3614433400767e-07	none	31.6278726477716	3.67450719293206	0.539931108818552	5.88497797507365e-14	1.50074074554324e-12
Cvig_XP_022328053.1	Spis_XP_022791601_1	Sel1/Sel1/Sel1/Sel1/Sel1/zf-MYND/	SEL1L2_adaptor_subunit_of_ERAD_E3_ligase	cApUp	52.5621135554195	1.6614695576636	0.322213167553364	9.71656114554868e-09	5.3614433400767e-07	none	15.8229275239018	3.61087715419913	0.598897928423436	8.58586738762801e-12	1.64645098323845e-10
Cvig_XP_022319165.1	Spis_XP_022791671_1	p450/	CYP.HG2.0:CYP3A4/CYP3A43/CYP3A5/CYP3A7/TBXAS1	cApUp	8623.38777838466	1.68418264463849	0.306259673505442	1.58683004581322e-09	9.97366588389296e-08	none	791.17792781195	1.99556374424854	0.258486697660037	2.05026334579398e-16	6.73703721281992e-15
Cvig_XP_022319166.1	Spis_XP_022791671_1	p450/	CYP.HG2.0:CYP3A4/CYP3A43/CYP3A5/CYP3A7/TBXAS1	cApUp	8623.38777838466	1.68418264463849	0.306259673505442	1.58683004581322e-09	9.97366588389296e-08	none	527.349374477998	1.01413577096621	0.296579143122691	0.000164978490245799	0.000851062383451139
Cvig_XP_022328530.1	Spis_XP_022791671_1	p450/	CYP.HG2.0:CYP3A4/CYP3A43/CYP3A5/CYP3A7/TBXAS1	cApUp	8623.38777838466	1.68418264463849	0.306259673505442	1.58683004581322e-09	9.97366588389296e-08	none	190.233076297495	1.81245041833447	0.217956906027301	2.5867719058304e-18	1.04481075248937e-16
Cvig_XP_022328532.1	Spis_XP_022791671_1	p450/	CYP.HG2.0:CYP3A4/CYP3A43/CYP3A5/CYP3A7/TBXAS1	cApUp	8623.38777838466	1.68418264463849	0.306259673505442	1.58683004581322e-09	9.97366588389296e-08	none	81.0749829964179	1.84346776611979	0.343957620708053	2.14792785792571e-09	2.87103323212994e-08
Cvig_XP_022325507.1	Spis_XP_022786290_1	Peptidase_S8/P_proprotein/TSP_1/TSP_1/TSP_1/TSP_1/	proprotein_convertase_subtilisin_kexin_type_4	cApUp	8174.39470226304	1.69540286615825	0.530724098325984	2.63605798024532e-05	0.000612889998849125	none	48.9707256970799	2.865218182369	0.475523546391973	1.06940971786984e-11	2.0309770951357e-10
Cvig_XP_022325508.1	Spis_XP_022786290_1	Peptidase_S8/P_proprotein/TSP_1/TSP_1/TSP_1/TSP_1/	proprotein_convertase_subtilisin_kexin_type_4	cApUp	8174.39470226304	1.69540286615825	0.530724098325984	2.63605798024532e-05	0.000612889998849125	none	51.359089423404	5.32746682436553	0.429856914588297	7.44215567641007e-38	1.62603450771564e-35
Cvig_XP_022321414.1	Spis_XP_022791105_1	Macro/Macro/	poly_ADP_ribose_polymerase_family_member_14	cApUp	419.514899912524	1.70450544645507	0.510855042114211	1.72834228329339e-05	0.000423191809490566	none	1461.69718770025	1.32919758054561	0.269328107568731	9.20198071486259e-08	9.348678958143e-07
Cvig_XP_022335828.1	Spis_XP_022791105_1	Macro/Macro/	poly_ADP_ribose_polymerase_family_member_14	cApUp	419.514899912524	1.70450544645507	0.510855042114211	1.72834228329339e-05	0.000423191809490566	none	5245.53192689179	2.30928328898181	0.21607356660049	1.17127766689348e-28	1.26968914096752e-26
Cvig_XP_022338681.1	Spis_XP_022791105_1	Macro/Macro/	poly_ADP_ribose_polymerase_family_member_14	cApUp	419.514899912524	1.70450544645507	0.510855042114211	1.72834228329339e-05	0.000423191809490566	none	55.9144212480846	1.38075158460253	0.249251442561795	3.0305049465205e-09	3.96340292446058e-08
Cvig_XP_022339594.1	Spis_XP_022791105_1	Macro/Macro/	poly_ADP_ribose_polymerase_family_member_14	cApUp	419.514899912524	1.70450544645507	0.510855042114211	1.72834228329339e-05	0.000423191809490566	none	708.51197776793	1.98359608866986	0.35418716849152	3.89120627242066e-10	5.80094999354961e-09
Cvig_XP_022344270.1	Spis_XP_022791105_1	Macro/Macro/	poly_ADP_ribose_polymerase_family_member_14	cApUp	419.514899912524	1.70450544645507	0.510855042114211	1.72834228329339e-05	0.000423191809490566	none	12.45176291534	1.92070508671994	0.378805124722171	8.39052966748162e-09	1.02232235751529e-07
Cvig_XP_022344611.1	Spis_XP_022791105_1	Macro/Macro/	poly_ADP_ribose_polymerase_family_member_14	cApUp	419.514899912524	1.70450544645507	0.510855042114211	1.72834228329339e-05	0.000423191809490566	none	2968.60452989174	2.21465211456554	0.270043182280615	2.72787119515461e-18	1.09898718839275e-16
Cvig_XP_022297328.1	Spis_XP_022782962_1	OTU/OTU/Death/TPR_12/TPR_12/NACHT/	tetratricopeptide_repeat_domain_4	cApUp	2273.05695408149	1.71099794911554	0.412402646518911	1.00998251480501e-06	3.48614522657951e-05	none	637.536301767437	1.75913170150327	0.135988884452151	9.42527323626992e-40	2.34110428533964e-37
Cvig_XP_022297712.1	Spis_XP_022782962_1	OTU/OTU/Death/TPR_12/TPR_12/NACHT/	tetratricopeptide_repeat_domain_4	cApUp	2273.05695408149	1.71099794911554	0.412402646518911	1.00998251480501e-06	3.48614522657951e-05	none	82.9168528567871	1.11532159322855	0.305369838314713	5.26415222219493e-05	0.000307172922399443
Cvig_XP_022300899.1	Spis_XP_022782962_1	OTU/OTU/Death/TPR_12/TPR_12/NACHT/	tetratricopeptide_repeat_domain_4	cApUp	2273.05695408149	1.71099794911554	0.412402646518911	1.00998251480501e-06	3.48614522657951e-05	none	2865.81935065791	1.50001056674489	0.15847257771571	2.1207219855813e-22	1.2365651577664e-20
Cvig_XP_022323247.1	Spis_XP_022782962_1	OTU/OTU/Death/TPR_12/TPR_12/NACHT/	tetratricopeptide_repeat_domain_4	cApUp	2273.05695408149	1.71099794911554	0.412402646518911	1.00998251480501e-06	3.48614522657951e-05	none	2896.50527433723	1.7292041832543	0.172867748865192	5.35593059618263e-25	4.07115254594172e-23
Cvig_XP_022345515.1	Spis_XP_022782962_1	OTU/OTU/Death/TPR_12/TPR_12/NACHT/	tetratricopeptide_repeat_domain_4	cApUp	2273.05695408149	1.71099794911554	0.412402646518911	1.00998251480501e-06	3.48614522657951e-05	none	152.85405421617	1.54765636364235	0.333803180577545	2.09490222493916e-07	1.9880773371151e-06
Cvig_XP_022334209.1	Spis_XP_022810084_1	PARP/	TCDD_inducible_poly_ADP_ribose_polymerase	cApUp	43.3744063351555	1.72170387853348	0.312753026662858	1.58689315092996e-09	9.97366588389296e-08	none	2360.68274137604	1.53188356423208	0.152003786877797	4.56408767221487e-25	3.51156452731751e-23
Cvig_XP_022342382.1	Spis_XP_022810084_1	PARP/	TCDD_inducible_poly_ADP_ribose_polymerase	cApUp	43.3744063351555	1.72170387853348	0.312753026662858	1.58689315092996e-09	9.97366588389296e-08	none	203.169060473754	1.0439745930771	0.203947668030271	7.91157319619027e-08	8.12139851851031e-07
Cvig_XP_022344604.1	Spis_XP_022810084_1	PARP/	TCDD_inducible_poly_ADP_ribose_polymerase	cApUp	43.3744063351555	1.72170387853348	0.312753026662858	1.58689315092996e-09	9.97366588389296e-08	none	372.483368751135	1.26775044757642	0.172213349479632	2.60254524680839e-14	6.83574436391096e-13
Cvig_XP_022296595.1	Spis_XP_022808998_1	TLD/TLD/	""	cApUp	3205.75026675005	1.73139640863137	0.586063925434945	5.0496937235237e-05	0.00107516395530026	none	661.611401993539	1.63422525442785	0.21304760607829	8.14873623101389e-16	2.52506762679109e-14
Cvig_XP_022297056.1	Spis_XP_022808998_1	TLD/TLD/	""	cApUp	3205.75026675005	1.73139640863137	0.586063925434945	5.0496937235237e-05	0.00107516395530026	none	3.20696484669991	1.64002344070943	0.88692502360737	0.0022264094793062	0.00834705098938839
Cvig_XP_022297478.1	Spis_XP_022808998_1	TLD/TLD/	""	cApUp	3205.75026675005	1.73139640863137	0.586063925434945	5.0496937235237e-05	0.00107516395530026	none	37.2507249067933	1.66410252170088	0.841535784530088	0.00163102580403208	0.00637397286771458
Cvig_XP_022300537.1	Spis_XP_022808998_1	TLD/TLD/	""	cApUp	3205.75026675005	1.73139640863137	0.586063925434945	5.0496937235237e-05	0.00107516395530026	none	785.092602851656	1.96931325487216	0.247661714563595	3.45675300483589e-17	1.22934919433538e-15
Cvig_XP_022342905.1	Spis_XP_022790792_1	Collagen/TNF/Collagen/TNF/	Collagen.HG2.29:like:COL6A1/COL6A2/COL6A3/COL6A5/COL6A6/COL12A1/COL14A1/COL20A1:likeclu:25/28	cApUp	826.297877258793	1.7434639004183	0.271695996165112	6.87375282832639e-12	6.44677415621514e-10	none	2556.54206987742	1.61239304492841	0.140433073343777	8.45986635295231e-32	1.20754065205376e-29
Cvig_XP_022343667.1	Spis_XP_022802147_1	PNP_UDP_1/NACHT/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/	NLR_family_CARD_domain_containing_5	cApUp	76.2769173432277	1.79367119571728	0.338062991394831	4.9400505048653e-09	2.80485089776241e-07	none	1646.73860494858	1.32385399665809	0.152654684575441	5.1987861869397e-19	2.22216409575898e-17
Cvig_XP_022344270.1	Spis_XP_022795893_1	Macro/Macro/Macro/PARP/	poly_ADP_ribose_polymerase_family_member_14	cApUp	1531.37387959824	1.80092284840199	0.459531787346861	2.48688644322106e-06	7.83602583570433e-05	none	12.45176291534	1.92070508671994	0.378805124722171	8.39052966748162e-09	1.02232235751529e-07
Cvig_XP_022286972.1	Spis_XP_022804097_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	21.1685643974843	1.8372293369129	0.706154473539498	0.000111966134638957	0.00206932407259686	none	425.365477509428	1.03672547285824	0.225784060243442	1.13985278310132e-06	9.46476863462254e-06
Cvig_XP_022296417.1	Spis_XP_022804097_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	21.1685643974843	1.8372293369129	0.706154473539498	0.000111966134638957	0.00206932407259686	none	257.646821670419	1.54060246319749	0.300812945018196	1.85252652115751e-08	2.12192988779642e-07
Cvig_XP_022298078.1	Spis_XP_022804097_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	21.1685643974843	1.8372293369129	0.706154473539498	0.000111966134638957	0.00206932407259686	none	239.370752091278	1.16671542140941	0.207236047261989	3.36572877197984e-09	4.36382713161134e-08
Cvig_XP_022300280.1	Spis_XP_022804097_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	21.1685643974843	1.8372293369129	0.706154473539498	0.000111966134638957	0.00206932407259686	none	535.378000316265	3.00346242962874	0.284990559616562	4.57962696578168e-28	4.72105662207788e-26
Cvig_XP_022322387.1	Spis_XP_022804097_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	21.1685643974843	1.8372293369129	0.706154473539498	0.000111966134638957	0.00206932407259686	none	140.287646475764	1.02161964007258	0.368904233342727	0.00137664190704794	0.0055046481122864
Cvig_XP_022323065.1	Spis_XP_022804097_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	21.1685643974843	1.8372293369129	0.706154473539498	0.000111966134638957	0.00206932407259686	none	595.175695451328	2.39611415207838	0.222415579653399	4.24449360919608e-29	4.73118554424348e-27
Cvig_XP_022325149.1	Spis_XP_022804097_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	21.1685643974843	1.8372293369129	0.706154473539498	0.000111966134638957	0.00206932407259686	none	15.9675132056789	1.28407042508919	0.331714688088051	1.36777637800914e-05	9.1007183809952e-05
Cvig_XP_022326099.1	Spis_XP_022804097_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	21.1685643974843	1.8372293369129	0.706154473539498	0.000111966134638957	0.00206932407259686	none	951.199779333325	2.09975714222607	0.25563860358508	3.01626289916998e-18	1.20593172565674e-16
Cvig_XP_022326104.1	Spis_XP_022804097_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	21.1685643974843	1.8372293369129	0.706154473539498	0.000111966134638957	0.00206932407259686	none	31.3642987769113	1.62346242260037	0.454996928284412	1.64038002186079e-05	0.000107023345997101
Cvig_XP_022326105.1	Spis_XP_022804097_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	21.1685643974843	1.8372293369129	0.706154473539498	0.000111966134638957	0.00206932407259686	none	171.755648727453	2.11065100322491	0.407370977531636	3.06042798992221e-09	3.99922124863695e-08
Cvig_XP_022326106.1	Spis_XP_022804097_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	21.1685643974843	1.8372293369129	0.706154473539498	0.000111966134638957	0.00206932407259686	none	229.507857850764	2.10934436920038	0.390923296063249	9.48566489366441e-10	1.3382169010315e-08
Cvig_XP_022326108.1	Spis_XP_022804097_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	21.1685643974843	1.8372293369129	0.706154473539498	0.000111966134638957	0.00206932407259686	none	93.0571568185677	2.7048722512314	0.527640013617146	1.90741762180451e-09	2.56586306523767e-08
Cvig_XP_022328366.1	Spis_XP_022804097_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	21.1685643974843	1.8372293369129	0.706154473539498	0.000111966134638957	0.00206932407259686	none	422.485191599389	1.06750900941532	0.216958645219718	2.08218217301874e-07	1.97660056117593e-06
Cvig_XP_022328451.1	Spis_XP_022804097_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	21.1685643974843	1.8372293369129	0.706154473539498	0.000111966134638957	0.00206932407259686	none	907.482791047392	3.36928912263779	0.238152967631555	1.71757876211478e-47	7.63112986632544e-45
Cvig_XP_022342529.1	Spis_XP_022804097_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_12A	cApUp	21.1685643974843	1.8372293369129	0.706154473539498	0.000111966134638957	0.00206932407259686	none	308.50579019047	2.0059821484248	0.27732975170719	8.13329661288331e-15	2.2604831863736e-13
