gene	group	gene_id	gene_description	tf_family
Cvig_LOC111116653	2	111116653	solute carrier family 23 member 2-like && sp|Q9EPR4|S23A2_MOUSE Solute carrier family 23 member 2 OS=Mus musculus OX=10090 GN=Slc23a2 PE=1 SV=2 && PF00860:Permease family	""
Cvig_LOC111099033	2	111099033	solute carrier family 23 member 2-like && sp|Q9EPR4|S23A2_MOUSE Solute carrier family 23 member 2 OS=Mus musculus OX=10090 GN=Slc23a2 PE=1 SV=2 && PF00860:Permease family	""
Cvig_LOC111100450	2	111100450	uncharacterized LOC111100450 && - && -	""
Cvig_LOC111124392	2	111124392	uncharacterized LOC111124392 && - && -	""
Cvig_LOC111102132	2	111102132	DNA-directed RNA polymerase II subunit RPB1-like && sp|P11414|RPB1_CRIGR DNA-directed RNA polymerase II subunit RPB1 OS=Cricetulus griseus OX=10029 GN=POLR2A PE=1 SV=2 && PF04997:RNA polymerase Rpb1, domain 1|PF04998:RNA polymerase Rpb1, domain 5|PF04983:RNA polymerase Rpb1, domain 3|PF05000:RNA polymerase Rpb1, domain 4|PF04990:RNA polymerase Rpb1, domain 7|PF00623:RNA polymerase Rpb1, domain 2|PF04992:RNA polymerase Rpb1, domain 6	""
Cvig_LOC111129343	2	111129343	uncharacterized LOC111129343%2C transcript variant X1 && - && -	""
Cvig_LOC111129277	2	111129277	uncharacterized LOC111129277%2C transcript variant X1 && - && -	""
Cvig_LOC111124597	2	111124597	serine-rich adhesin for platelets-like%2C transcript variant X1 && - && PF00010:Helix-loop-helix DNA-binding domain	HLH
Cvig_LOC111125593	2	111125593	uncharacterized LOC111125593 && - && -	""
Cvig_LOC111111297	2	111111297	uncharacterized LOC111111297%2C transcript variant X2 && sp|P41279|M3K8_HUMAN Mitogen-activated protein kinase kinase kinase 8 OS=Homo sapiens OX=9606 GN=MAP3K8 PE=1 SV=2 && PF00069:Protein kinase domain	Pkinase
Cvig_LOC111118849	2	111118849	serine/threonine-protein kinase SMG1-like && sp|Q8BKX6|SMG1_MOUSE Serine/threonine-protein kinase SMG1 OS=Mus musculus OX=10090 GN=Smg1 PE=1 SV=3 && PF02260:FATC domain|PF00454:Phosphatidylinositol 3- and 4-kinase|PF15785:Serine/threonine-protein kinase smg-1	PI3_PI4_kinase
Cvig_LOC111122072	2	111122072	myotubularin-related protein 13-like%2C transcript variant X1 && sp|E9PXF8|MTMRD_MOUSE Myotubularin-related protein 13 OS=Mus musculus OX=10090 GN=Sbf2 PE=1 SV=1 && PF03456:uDENN domain|PF00169:PH domain|PF06602:Myotubularin-like phosphatase domain|PF12335:Myotubularin protein|PF02141:DENN (AEX-3) domain|PF00130:Phorbol esters/diacylglycerol binding domain (C1 domain)|PF02893:GRAM domain	DENN
Cvig_LOC111121273	2	111121273	helicase with zinc finger domain 2-like%2C transcript variant X1 && sp|Q6DFV5|HELZ_MOUSE Probable helicase with zinc finger domain OS=Mus musculus OX=10090 GN=Helz PE=1 SV=2 && PF00773:RNB domain|PF13086:AAA domain|PF13087:AAA domain	RNB
Cvig_LOC111119390	2	111119390	WD repeat and FYVE domain-containing protein 3-like && sp|Q6VNB8|WDFY3_MOUSE WD repeat and FYVE domain-containing protein 3 OS=Mus musculus OX=10090 GN=Wdfy3 PE=1 SV=1 && PF02138:Beige/BEACH domain|PF15787:Domain of unknown function (DUF4704)|PF01363:FYVE zinc finger|PF14844:PH domain associated with Beige/BEACH	Beach
Cvig_LOC111113390	2	111113390	polycystic kidney disease 1-related protein-like%2C transcript variant X1 && sp|Q8TDX9|PK1L1_HUMAN Polycystic kidney disease protein 1-like 1 OS=Homo sapiens OX=9606 GN=PKD1L1 PE=1 SV=1 && PF02010:REJ domain|PF00801:PKD domain|PF08016:Polycystin cation channel|PF01477:PLAT/LH2 domain|PF01825:GPCR proteolysis site, GPS, motif	""
Cvig_LOC111118848	2	111118848	serine/threonine-protein kinase SMG1-like && sp|Q8BKX6|SMG1_MOUSE Serine/threonine-protein kinase SMG1 OS=Mus musculus OX=10090 GN=Smg1 PE=1 SV=3 && PF00454:Phosphatidylinositol 3- and 4-kinase|PF02260:FATC domain|PF15785:Serine/threonine-protein kinase smg-1	PI3_PI4_kinase
Cvig_LOC111137949	2	111137949	probable E3 ubiquitin-protein ligase HECTD4 && sp|Q9Y4D8|HECD4_HUMAN Probable E3 ubiquitin-protein ligase HECTD4 OS=Homo sapiens OX=9606 GN=HECTD4 PE=1 SV=5 && PF00632:HECT-domain (ubiquitin-transferase)	HECT
Cvig_LOC111122797	2	111122797	E3 ubiquitin-protein ligase UBR4-like%2C transcript variant X1 && sp|Q5T4S7|UBR4_HUMAN E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1 && PF02207:Putative zinc finger in N-recognin (UBR box)|PF13764:E3 ubiquitin-protein ligase UBR4	zf-UBR1
Cvig_LOC111105682	2	111105682	uncharacterized LOC111105682%2C transcript variant X1 && sp|P46023|GR101_LYMST G-protein coupled receptor GRL101 OS=Lymnaea stagnalis OX=6523 PE=2 SV=1 && PF00059:Lectin C-type domain|PF00057:Low-density lipoprotein receptor domain class A|PF00431:CUB domain|PF00001:7 transmembrane receptor (rhodopsin family)|PF00754:F5/8 type C domain|PF13855:Leucine rich repeat|PF16977:C-terminal domain of apextrin	7tm_1
Cvig_LOC111103836	2	111103836	brefeldin A-inhibited guanine nucleotide-exchange protein 3-like && sp|Q5TH69|BIG3_HUMAN Brefeldin A-inhibited guanine nucleotide-exchange protein 3 OS=Homo sapiens OX=9606 GN=ARFGEF3 PE=1 SV=3 && PF16213:Dimerisation and cyclophilin-binding domain of Mon2|PF09324:Domain of unknown function (DUF1981)	""
Cvig_LOC111120886	2	111120886	midasin-like && sp|Q9NU22|MDN1_HUMAN Midasin OS=Homo sapiens OX=9606 GN=MDN1 PE=1 SV=2 && PF07728:AAA domain (dynein-related subfamily)|PF17865:Midasin AAA lid domain|PF17867:Midasin AAA lid domain	AAA_5
Cvig_LOC111117437	2	111117437	uncharacterized LOC111117437 && sp|Q55E58|PATS1_DICDI Probable serine/threonine-protein kinase pats1 OS=Dictyostelium discoideum OX=44689 GN=pats1 PE=3 SV=1 && PF08477:Ras of Complex, Roc, domain of DAPkinase|PF16095:C-terminal of Roc, COR, domain|PF00622:SPRY domain|PF13676:TIR domain	SPRY
Cvig_LOC111137825	2	111137825	protein piccolo-like%2C transcript variant X5 && sp|Q5BKC9|NGEF_RAT Ephexin-1 OS=Rattus norvegicus OX=10116 GN=Ngef PE=1 SV=2 && PF00018:SH3 domain|PF00621:RhoGEF domain	RhoGEF
Cvig_LOC111123818	2	111123818	protein argonaute-2-like && sp|Q9UKV8|AGO2_HUMAN Protein argonaute-2 OS=Homo sapiens OX=9606 GN=AGO2 PE=1 SV=3 && PF16486:N-terminal domain of argonaute|PF02170:PAZ domain|PF16488:Argonaute linker 2 domain|PF02171:Piwi domain|PF08699:Argonaute linker 1 domain|PF16487:Mid domain of argonaute	Piwi
Cvig_LOC111131591	2	111131591	protein bark beetle-like%2C transcript variant X3 && sp|M9NDE3|BARK_DROME Protein bark beetle OS=Drosophila melanogaster OX=7227 GN=bark PE=1 SV=1 && PF00530:Scavenger receptor cysteine-rich domain	SRCR
Cvig_LOC111118892	2	111118892	protein sidekick-like && sp|Q8AV57|SDK2_CHICK Protein sidekick-2 OS=Gallus gallus OX=9031 GN=SDK2 PE=1 SV=2 && PF07679:Immunoglobulin I-set domain|PF13927:Immunoglobulin domain|PF13895:Immunoglobulin domain|PF00041:Fibronectin type III domain	fn3
Cvig_LOC111122837	2	111122837	uncharacterized LOC111122837%2C transcript variant X2 && sp|Q7Z591|AKNA_HUMAN Microtubule organization protein AKNA OS=Homo sapiens OX=9606 GN=AKNA PE=1 SV=2 && -	""
Cvig_LOC111120120	2	111120120	uncharacterized LOC111120120 && sp|Q80TE7|LRRC7_MOUSE Leucine-rich repeat-containing protein 7 OS=Mus musculus OX=10090 GN=Lrrc7 PE=1 SV=2 && PF12799:Leucine Rich repeats (2 copies)|PF13855:Leucine rich repeat	""
Cvig_LOC111134304	2	111134304	CCR4-NOT transcription complex subunit 1-like%2C transcript variant X1 && sp|A5YKK6|CNOT1_HUMAN CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2 && PF16415:CCR4-NOT transcription complex subunit 1 CAF1-binding domain|PF12842:Domain of unknown function (DUF3819)|PF04054:CCR4-Not complex component, Not1|PF16418:CCR4-NOT transcription complex subunit 1 HEAT repeat|PF16417:CCR4-NOT transcription complex subunit 1 TTP binding domain	Not1
Cvig_LOC111135699	2	111135699	attractin-like protein 1%2C transcript variant X1 && sp|Q5VV63|ATRN1_HUMAN Attractin-like protein 1 OS=Homo sapiens OX=9606 GN=ATRNL1 PE=2 SV=2 && PF07646:Kelch motif	Kelch_2
Cvig_LOC111119689	2	111119689	rapamycin-insensitive companion of mTOR-like && sp|Q6QI06|RICTR_MOUSE Rapamycin-insensitive companion of mTOR OS=Mus musculus OX=10090 GN=Rictor PE=1 SV=2 && PF14668:Rapamycin-insensitive companion of mTOR, domain 5|PF14663:Rapamycin-insensitive companion of mTOR RasGEF_N domain|PF14664:Rapamycin-insensitive companion of mTOR, N-term|PF14666:Rapamycin-insensitive companion of mTOR, middle domain	""
Cvig_LOC111119530	2	111119530	uncharacterized LOC111119530%2C transcript variant X3 && sp|Q80TE7|LRRC7_MOUSE Leucine-rich repeat-containing protein 7 OS=Mus musculus OX=10090 GN=Lrrc7 PE=1 SV=2 && PF12799:Leucine Rich repeats (2 copies)|PF13855:Leucine rich repeat	""
Cvig_LOC111104821	2	111104821	glutamate receptor ionotropic%2C kainate 2-like%2C transcript variant X1 && sp|A0A2R8QF68|GRIK2_DANRE Glutamate receptor ionotropic, kainate 2 OS=Danio rerio OX=7955 GN=grik2 PE=3 SV=1 && PF00060:Ligand-gated ion channel|PF01094:Receptor family ligand binding region|PF10613:Ligated ion channel L-glutamate- and glycine-binding site	Lig_chan
Cvig_LOC111134216	2	111134216	eukaryotic translation initiation factor 3 subunit A-like%2C transcript variant X1 && sp|Q6PCR7|EIF3A_DANRE Eukaryotic translation initiation factor 3 subunit A OS=Danio rerio OX=7955 GN=eif3a PE=2 SV=1 && PF01399:PCI domain	""
Cvig_LOC111135721	2	111135721	inositol 1%2C4%2C5-trisphosphate receptor type 2-like%2C transcript variant X3 && sp|Q9TU34|ITPR1_BOVIN Inositol 1,4,5-trisphosphate receptor type 1 OS=Bos taurus OX=9913 GN=ITPR1 PE=1 SV=1 && PF00520:Ion transport protein|PF01365:RIH domain|PF08454:RyR and IP3R Homology associated|PF02815:MIR domain|PF08709:Inositol 1,4,5-trisphosphate/ryanodine receptor	Ion_trans
Cvig_LOC111127862	2	111127862	E3 ubiquitin-protein ligase HECTD1-like%2C transcript variant X1 && sp|Q9ULT8|HECD1_HUMAN E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens OX=9606 GN=HECTD1 PE=1 SV=3 && PF00632:HECT-domain (ubiquitin-transferase)|PF13857:Ankyrin repeats (many copies)|PF07738:Sad1 / UNC-like C-terminal|PF06701:Mib_herc2	HECT
Cvig_LOC111123909	2	111123909	uncharacterized LOC111123909 && sp|A1XQX0|NR1AA_DANRE Neurexin-1a OS=Danio rerio OX=7955 GN=nrxn1a PE=2 SV=1 && PF02210:Laminin G domain	Laminin_G_2
Cvig_LOC111115795	2	111115795	partitioning defective 3 homolog%2C transcript variant X3 && sp|Q99NH2|PARD3_MOUSE Partitioning defective 3 homolog OS=Mus musculus OX=10090 GN=Pard3 PE=1 SV=2 && -	""
Cvig_LOC111128870	2	111128870	pecanex-like protein 1 && sp|Q98UF7|PCX1_TAKRU Pecanex-like protein 1 OS=Takifugu rubripes OX=31033 GN=pcnx1 PE=3 SV=1 && PF05041:Pecanex protein (C-terminus)	""
Cvig_LOC111130858	2	111130858	uncharacterized LOC111130858%2C transcript variant X2 && - && -	""
Cvig_LOC111103817	2	111103817	proto-oncogene tyrosine-protein kinase ROS-like && sp|Q78DX7|ROS1_MOUSE Proto-oncogene tyrosine-protein kinase ROS OS=Mus musculus OX=10090 GN=Ros1 PE=1 SV=1 && PF00041:Fibronectin type III domain|PF07714:Protein tyrosine kinase	Pkinase_Tyr
Cvig_LOC111103646	2	111103646	proto-oncogene tyrosine-protein kinase ROS-like%2C transcript variant X1 && sp|P08941|ROS1_CHICK Proto-oncogene tyrosine-protein kinase ROS OS=Gallus gallus OX=9031 GN=ROS1 PE=1 SV=3 && PF07714:Protein tyrosine kinase|PF00041:Fibronectin type III domain	Pkinase_Tyr
Cvig_LOC111101096	2	111101096	protein PAT1 homolog 1-like%2C transcript variant X1 && sp|B5DF93|PATL1_RAT Protein PAT1 homolog 1 OS=Rattus norvegicus OX=10116 GN=Patl1 PE=2 SV=1 && PF09770:Topoisomerase II-associated protein PAT1	""
Cvig_LOC111124990	2	111124990	ankyrin repeat domain-containing protein 50-like && sp|Q9ULJ7|ANR50_HUMAN Ankyrin repeat domain-containing protein 50 OS=Homo sapiens OX=9606 GN=ANKRD50 PE=1 SV=4 && PF12796:Ankyrin repeats (3 copies)|PF13637:Ankyrin repeats (many copies)	""
Cvig_LOC111132857	2	111132857	transcription elongation factor SPT6-like%2C transcript variant X2 && sp|Q8UVK2|SPT6H_DANRE Transcription elongation factor SPT6 OS=Danio rerio OX=7955 GN=supt6h PE=1 SV=1 && PF14641:Helix-turn-helix DNA-binding domain of SPT6|PF14639:Holliday-junction resolvase-like of SPT6|PF14633:SH2 domain|PF00575:S1 RNA binding domain|PF14635:Helix-hairpin-helix motif|PF14632:Acidic N-terminal SPT6	S1
Cvig_LOC111122649	2	111122649	large proline-rich protein BAG6-like%2C transcript variant X1 && sp|A3KPW9|BAG6_DANRE Large proline-rich protein BAG6 OS=Danio rerio OX=7955 GN=Bag6 PE=3 SV=1 && PF12057:BCL2-associated athanogene 6|PF00240:Ubiquitin family	ubiquitin
Cvig_LOC111134723	2	111134723	E3 ubiquitin-protein ligase MARCH6-like && sp|O60337|MARH6_HUMAN E3 ubiquitin-protein ligase MARCHF6 OS=Homo sapiens OX=9606 GN=MARCHF6 PE=1 SV=2 && PF12906:RING-variant domain	""
Cvig_LOC111134434	2	111134434	CCR4-NOT transcription complex subunit 1-like && sp|A5YKK6|CNOT1_HUMAN CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2 && PF16418:CCR4-NOT transcription complex subunit 1 HEAT repeat|PF04054:CCR4-Not complex component, Not1|PF16415:CCR4-NOT transcription complex subunit 1 CAF1-binding domain|PF16417:CCR4-NOT transcription complex subunit 1 TTP binding domain|PF12842:Domain of unknown function (DUF3819)	Not1
Cvig_LOC111124218	2	111124218	uncharacterized LOC111124218%2C transcript variant X1 && sp|Q5TF39|MFS4B_HUMAN Sodium-dependent glucose transporter 1 OS=Homo sapiens OX=9606 GN=MFSD4B PE=1 SV=1 && PF07690:Major Facilitator Superfamily	MFS_1
Cvig_LOC111119600	2	111119600	sodium/calcium exchanger 2-like%2C transcript variant X2 && sp|Q9UPR5|NAC2_HUMAN Sodium/calcium exchanger 2 OS=Homo sapiens OX=9606 GN=SLC8A2 PE=2 SV=2 && PF03160:Calx-beta domain|PF01699:Sodium/calcium exchanger protein	Na_Ca_ex
Cvig_LOC111129295	2	111129295	E3 SUMO-protein ligase PIAS2-like && sp|O54714|PIAS3_MOUSE E3 SUMO-protein ligase PIAS3 OS=Mus musculus OX=10090 GN=Pias3 PE=1 SV=3 && PF02891:MIZ/SP-RING zinc finger|PF14324:PINIT domain	zf-MIZ
Cvig_LOC111136459	2	111136459	IWS1-like protein%2C transcript variant X1 && sp|Q3SWT4|IWS1_RAT Protein IWS1 homolog OS=Rattus norvegicus OX=10116 GN=Iws1 PE=1 SV=1 && PF08711:TFIIS helical bundle-like domain	""
Cvig_LOC111135770	2	111135770	serine-protein kinase ATM-like && sp|Q6PQD5|ATM_PIG Serine-protein kinase ATM OS=Sus scrofa OX=9823 GN=ATM PE=3 SV=2 && PF02259:FAT domain|PF02260:FATC domain|PF00454:Phosphatidylinositol 3- and 4-kinase|PF11640:Telomere-length maintenance and DNA damage repair	PI3_PI4_kinase
Cvig_LOC111134650	2	111134650	poly [ADP-ribose] polymerase 14-like%2C transcript variant X1 && sp|Q460N5|PAR14_HUMAN Protein mono-ADP-ribosyltransferase PARP14 OS=Homo sapiens OX=9606 GN=PARP14 PE=1 SV=3 && PF00644:Poly(ADP-ribose) polymerase catalytic domain|PF01661:Macro domain	A1pp
Cvig_LOC111136462	2	111136462	RING finger and SPRY domain-containing protein 1-like && sp|Q8BVR6|RSPRY_MOUSE RING finger and SPRY domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rspry1 PE=1 SV=1 && PF00622:SPRY domain|PF13920:Zinc finger, C3HC4 type (RING finger)	SPRY
Cvig_LOC111104061	2	111104061	E3 ubiquitin-protein ligase rnf213-alpha-like%2C transcript variant X3 && sp|A0A0R4IBK5|R213A_DANRE E3 ubiquitin-protein ligase rnf213-alpha OS=Danio rerio OX=7955 GN=rnf213a PE=3 SV=1 && -	""
Cvig_LOC111104302	2	111104302	tyrosine-protein kinase JAK2-like%2C transcript variant X2 && sp|Q62689|JAK2_RAT Tyrosine-protein kinase JAK2 OS=Rattus norvegicus OX=10116 GN=Jak2 PE=1 SV=1 && PF07714:Protein tyrosine kinase|PF18377:FERM F2 acyl-CoA binding protein-like domain	Pkinase_Tyr
Cvig_LOC111104015	2	111104015	uncharacterized LOC111104015%2C transcript variant X2 && - && -	""
Cvig_LOC111128597	2	111128597	uncharacterized LOC111128597 && sp|P10394|POL4_DROME Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster OX=7227 GN=POL PE=4 SV=1 && PF02023:SCAN domain|PF00665:Integrase core domain|PF17921:Integrase zinc binding domain	rve
Cvig_LOC111105190	2	111105190	THAP domain-containing protein 10-like && - && PF05485:THAP domain	THAP
Cvig_LOC111105312	2	111105312	uncharacterized LOC111105312%2C transcript variant X1 && - && -	""
Cvig_LOC111111668	2	111111668	uncharacterized LOC111111668 && - && PF02902:Ulp1 protease family, C-terminal catalytic domain|PF04434:SWIM zinc finger	Peptidase_C48
Cvig_LOC111129217	2	111129217	uncharacterized LOC111129217%2C transcript variant X2 && sp|Q9VCR6|SAV_DROME Scaffold protein salvador OS=Drosophila melanogaster OX=7227 GN=sav PE=1 SV=2 && PF00397:WW domain	WW
Cvig_LOC111127186	2	111127186	uncharacterized LOC111127186 && - && -	""
Cvig_LOC111136562	2	111136562	poly [ADP-ribose] polymerase 2-like%2C transcript variant X2 && sp|Q9UGN5|PARP2_HUMAN Poly [ADP-ribose] polymerase 2 OS=Homo sapiens OX=9606 GN=PARP2 PE=1 SV=2 && PF00078:Reverse transcriptase (RNA-dependent DNA polymerase)	RVT_1
Cvig_LOC111101967	2	111101967	uncharacterized LOC111101967 && - && -	""
Cvig_LOC111101227	2	111101227	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like%2C transcript variant X1 && - && PF12796:Ankyrin repeats (3 copies)|PF13637:Ankyrin repeats (many copies)	""
Cvig_LOC111101511	2	111101511	nucleoporin Nup43-like && sp|P59235|NUP43_MOUSE Nucleoporin Nup43 OS=Mus musculus OX=10090 GN=Nup43 PE=1 SV=2 && -	""
Cvig_LOC111133080	2	111133080	P2X purinoceptor 7-like && - && -	""
Cvig_LOC111128488	2	111128488	phthioceranic/hydroxyphthioceranic acid synthase-like%2C transcript variant X1 && sp|Q7TVK8|PHAS_MYCBO Phthioceranic/hydroxyphthioceranic acid synthase OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=pks2 PE=3 SV=1 && PF00668:Condensation domain	""
Cvig_LOC111128355	2	111128355	uncharacterized LOC111128355 && sp|K3VA96|W4931_FUSPC Highly reducing polyketide synthase 40 OS=Fusarium pseudograminearum (strain CS3096) OX=1028729 GN=PKS40 PE=3 SV=1 && PF08659:KR domain|PF14765:Polyketide synthase dehydratase|PF00668:Condensation domain	""
Cvig_LOC111130739	2	111130739	patched domain-containing protein 3-like%2C transcript variant X1 && sp|Q0EEE2|PTHD3_MOUSE Patched domain-containing protein 3 OS=Mus musculus OX=10090 GN=Ptchd3 PE=1 SV=1 && PF02460:Patched family	""
Cvig_LOC111128489	2	111128489	patched domain-containing protein 3-like%2C transcript variant X2 && sp|Q0EEE2|PTHD3_MOUSE Patched domain-containing protein 3 OS=Mus musculus OX=10090 GN=Ptchd3 PE=1 SV=1 && PF02460:Patched family	""
Cvig_LOC111131776	2	111131776	uncharacterized LOC111131776 && - && -	""
Cvig_LOC111101666	2	111101666	putative nuclease HARBI1 && sp|Q96MB7|HARB1_HUMAN Putative nuclease HARBI1 OS=Homo sapiens OX=9606 GN=HARBI1 PE=1 SV=1 && PF13359:DDE superfamily endonuclease	""
Cvig_LOC111128689	2	111128689	uncharacterized LOC111128689%2C transcript variant X1 && sp|Q9NR21|PAR11_HUMAN Protein mono-ADP-ribosyltransferase PARP11 OS=Homo sapiens OX=9606 GN=PARP11 PE=1 SV=2 && -	""
Cvig_LOC111131003	2	111131003	caspase-3-like && sp|Q9I9L7|CASPA_DANRE Caspase a OS=Danio rerio OX=7955 GN=caspa PE=1 SV=1 && PF00656:Caspase domain	Peptidase_C14
Cvig_LOC111099613	2	111099613	sialomucin core protein 24-like%2C transcript variant X1 && - && PF05283:Multi-glycosylated core protein 24 (MGC-24), sialomucin	""
Cvig_LOC111131864	2	111131864	la-related protein 6-like && sp|Q8BN59|LARP6_MOUSE La-related protein 6 OS=Mus musculus OX=10090 GN=Larp6 PE=1 SV=1 && PF05383:La domain	""
Cvig_LOC111135252	2	111135252	Na(+)/H(+) exchanger beta-like%2C transcript variant X1 && sp|Q01345|NHEB_ONCMY Na(+)/H(+) exchanger beta OS=Oncorhynchus mykiss OX=8022 PE=2 SV=1 && PF00999:Sodium/hydrogen exchanger family	Na_H_Exchanger
Cvig_LOC111104434	2	111104434	polycomb protein SCMH1-like%2C transcript variant X2 && sp|Q96GD3|SCMH1_HUMAN Polycomb protein SCMH1 OS=Homo sapiens OX=9606 GN=SCMH1 PE=1 SV=1 && PF12140:SLED domain|PF00536:SAM domain (Sterile alpha motif)|PF02820:mbt repeat	MBT
Cvig_LOC111125446	2	111125446	sulfhydryl oxidase 1-like && sp|Q6AX23|QSOX2_XENLA Sulfhydryl oxidase 2 OS=Xenopus laevis OX=8355 GN=qsox2 PE=2 SV=1 && PF18371:Flavin adenine dinucleotide (FAD)-dependent sulfhydryl oxidase|PF18108:QSOX Trx-like domain|PF04777:Erv1 / Alr family|PF00085:Thioredoxin	Evr1_Alr
Cvig_LOC111119331	2	111119331	eukaryotic elongation factor 2 kinase-like && sp|P70531|EF2K_RAT Eukaryotic elongation factor 2 kinase OS=Rattus norvegicus OX=10116 GN=Eef2k PE=1 SV=1 && PF02816:Alpha-kinase family	""
Cvig_LOC111114462	2	111114462	sodium-dependent multivitamin transporter-like%2C transcript variant X1 && sp|Q9Y289|SC5A6_HUMAN Sodium-dependent multivitamin transporter OS=Homo sapiens OX=9606 GN=SLC5A6 PE=1 SV=2 && PF00474:Sodium:solute symporter family	""
Cvig_LOC111099587	2	111099587	uncharacterized LOC111099587%2C transcript variant X6 && - && -	""
Cvig_LOC111132847	2	111132847	uncharacterized LOC111132847%2C transcript variant X1 && - && -	""
Cvig_LOC111124018	2	111124018	myomegalin-like%2C transcript variant X6 && sp|Q9BE52|CK5P2_MACFA CDK5 regulatory subunit-associated protein 2 OS=Macaca fascicularis OX=9541 GN=CDK5RAP2 PE=2 SV=1 && PF07989:Centrosomin N-terminal motif 1	""
Cvig_LOC111124939	2	111124939	centrosome-associated protein CEP250-like%2C transcript variant X8 && sp|Q9BE52|CK5P2_MACFA CDK5 regulatory subunit-associated protein 2 OS=Macaca fascicularis OX=9541 GN=CDK5RAP2 PE=2 SV=1 && PF07989:Centrosomin N-terminal motif 1	""
Cvig_LOC111123648	2	111123648	pleckstrin homology-like domain family B member 2%2C transcript variant X1 && sp|Q6PDH0|PHLB1_MOUSE Pleckstrin homology-like domain family B member 1 OS=Mus musculus OX=10090 GN=Phldb1 PE=1 SV=1 && PF00169:PH domain	PH
Cvig_LOC111112130	2	111112130	mucin-2-like%2C transcript variant X4 && - && PF01390:SEA domain	""
Cvig_LOC111101262	2	111101262	eukaryotic translation initiation factor 4 gamma 2-like && sp|Q95L46|IF4G2_BOVIN Eukaryotic translation initiation factor 4 gamma 2 OS=Bos taurus OX=9913 GN=EIF4G2 PE=2 SV=2 && PF02020:eIF4-gamma/eIF5/eIF2-epsilon|PF02847:MA3 domain|PF02854:MIF4G domain	""
Cvig_LOC111130001	2	111130001	mucosa-associated lymphoid tissue lymphoma translocation protein 1-like && sp|Q2TBA3|MALT1_MOUSE Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog OS=Mus musculus OX=10090 GN=Malt1 PE=1 SV=2 && PF00656:Caspase domain|PF13895:Immunoglobulin domain	Peptidase_C14
Cvig_LOC111131594	2	111131594	uncharacterized LOC111131594%2C transcript variant X1 && - && PF00092:von Willebrand factor type A domain	VWA
Cvig_LOC111122215	2	111122215	uncharacterized LOC111122215 && sp|Q9H8E8|CSR2B_HUMAN Cysteine-rich protein 2-binding protein OS=Homo sapiens OX=9606 GN=KAT14 PE=1 SV=3 && PF13673:Acetyltransferase (GNAT) domain|PF08123:Histone methylation protein DOT1	DOT1
Cvig_LOC111126334	2	111126334	uncharacterized LOC111126334%2C transcript variant X2 && sp|Q8VHQ2|SOCS7_MOUSE Suppressor of cytokine signaling 7 OS=Mus musculus OX=10090 GN=Socs7 PE=1 SV=1 && PF00017:SH2 domain|PF07525:SOCS box	SH2
Cvig_LOC111134305	2	111134305	protein strawberry notch homolog 1-like && sp|Q689Z5|SBNO1_MOUSE Protein strawberry notch homolog 1 OS=Mus musculus OX=10090 GN=Sbno1 PE=1 SV=2 && PF13872:P-loop containing NTP hydrolase pore-1|PF13871:C-terminal domain on Strawberry notch homologue	""
Cvig_LOC111106648	2	111106648	inositol-pentakisphosphate 2-kinase-like && sp|Q6P1C1|IPPK_MOUSE Inositol-pentakisphosphate 2-kinase OS=Mus musculus OX=10090 GN=Ippk PE=1 SV=1 && PF06090:Inositol-pentakisphosphate 2-kinase	""
Cvig_LOC111129364	2	111129364	digestive organ expansion factor homolog%2C transcript variant X1 && sp|Q642T7|UTP25_XENTR U3 small nucleolar RNA-associated protein 25 homolog OS=Xenopus tropicalis OX=8364 GN=utp25 PE=2 SV=1 && -	""
Cvig_LOC111129548	2	111129548	fatty acid synthase-like && sp|A5ABG0|PYNA_ASPNC Hybrid PKS-NRPS synthetase pynA OS=Aspergillus niger (strain CBS 513.88 / FGSC A1513) OX=425011 GN=pynA PE=1 SV=1 && PF00698:Acyl transferase domain|PF00109:Beta-ketoacyl synthase, N-terminal domain|PF16197:Ketoacyl-synthetase C-terminal extension|PF02801:Beta-ketoacyl synthase, C-terminal domain	ketoacyl-synt
Cvig_LOC111135054	2	111135054	zinc finger CCHC domain-containing protein 2-like%2C transcript variant X2 && sp|Q498S6|ZCHC2_RAT Zinc finger CCHC domain-containing protein 2 OS=Rattus norvegicus OX=10116 GN=Zcchc2 PE=2 SV=2 && PF00787:PX domain	PX
Cvig_LOC111131692	2	111131692	ceramide glucosyltransferase-like%2C transcript variant X1 && sp|Q16739|CEGT_HUMAN Ceramide glucosyltransferase OS=Homo sapiens OX=9606 GN=UGCG PE=1 SV=1 && PF13506:Glycosyl transferase family 21	""
